date,P,T,E,Q,Qmm
18/11/2008,13,1.3,0.3,4094,0.98256
19/11/2008,3.4,1.8,0.4,5183,1.24392
20/11/2008,1.8,3.9,0.4,5729,1.37496
21/11/2008,8.2,1.7,0.3,6213,1.49112
22/11/2008,0.5,-1.5,0.2,5995,1.4388
23/11/2008,1.6,-1.4,0.2,5438,1.30512
24/11/2008,7.2,-0.6,0.2,4930,1.1832
25/11/2008,20.6,4.2,0.4,5331,1.27944
26/11/2008,3.2,3.2,0.4,9175,2.202
27/11/2008,8.7,2.3,0.4,11076,2.65824
28/11/2008,3.6,-1.2,0.2,11826,2.83824
29/11/2008,25.3,2.9,0.4,12263,2.94312
30/11/2008,8.8,6.1,0.5,15613,3.74712
01/12/2008,1.9,4.6,0.4,19475,4.674
02/12/2008,0.4,5.5,0.5,19845,4.7628
03/12/2008,0.1,4.6,0.4,19237,4.61688
04/12/2008,0.3,7.6,0.5,17109,4.10616
05/12/2008,0.8,7.4,0.5,15001,3.60024
06/12/2008,2.2,6.3,0.5,13325,3.198
07/12/2008,0,5.4,0.4,11446,2.74704
08/12/2008,0,0.6,0.2,8886,2.13264
09/12/2008,0.2,0.1,0.2,7506,1.80144
10/12/2008,0,0.3,0.2,6838,1.64112
11/12/2008,0,1.7,0.3,5870,1.4088
12/12/2008,6.4,4.9,0.4,5149,1.23576
13/12/2008,16.4,7.7,0.5,4792,1.15008
14/12/2008,1.1,2.8,0.3,5498,1.31952
15/12/2008,0,-1,0.2,5961,1.43064
16/12/2008,0,1.1,0.3,5860,1.4064
17/12/2008,0,5.6,0.4,5856,1.40544
18/12/2008,0.7,6.9,0.5,5756,1.38144
19/12/2008,2,7.7,0.5,5399,1.29576
20/12/2008,0.1,6.4,0.5,5263,1.26312
21/12/2008,4.2,5.7,0.4,4292,1.03008
22/12/2008,13.3,8,0.5,4104,0.98496
23/12/2008,12.2,7.4,0.5,4915,1.1796
24/12/2008,0.2,4.3,0.4,7113,1.70712
25/12/2008,1,-1.3,0.2,7529,1.80696
26/12/2008,0,-7.8,0,NA,NA
27/12/2008,0,-8.1,0,NA,NA
28/12/2008,0.1,-7.8,0,NA,NA
29/12/2008,0,-9.1,0,NA,NA
30/12/2008,1.1,-7.6,0,NA,NA
31/12/2008,1,-7.7,0,NA,NA
01/01/2009,0.8,-6.3,0,3400,0.816
02/01/2009,6.4,-5.3,0,3500,0.84
03/01/2009,1.4,-2.9,0.1,3600,0.864
04/01/2009,7.8,-1.6,0.1,5371,1.28904
05/01/2009,0.4,-3.1,0.1,4525,1.086
06/01/2009,0,-2.8,0.1,3829,0.91896
07/01/2009,0,-5.4,0,3928,0.94272
08/01/2009,6.4,-2.3,0.1,3873,0.92952
09/01/2009,1.5,1.5,0.3,3828,0.91872
10/01/2009,1.3,-0.4,0.2,3845,0.9228
11/01/2009,0,-2,0.1,4169,1.00056
12/01/2009,0.1,-4.3,0,3501,0.84024
13/01/2009,0,-3.8,0.1,3439,0.82536
14/01/2009,0,-0.7,0.2,3968,0.95232
15/01/2009,0,3.3,0.4,3596,0.86304
16/01/2009,0,5,0.5,3426,0.82224
17/01/2009,2.5,5.3,0.5,3009,0.72216
18/01/2009,2.6,4.7,0.5,3184,0.76416
19/01/2009,4.4,4.4,0.4,3899,0.93576
20/01/2009,10.9,2.1,0.4,4357,1.04568
21/01/2009,0.3,5.6,0.5,6216,1.49184
22/01/2009,0.2,11.2,0.8,5883,1.41192
23/01/2009,0,9.2,0.7,5591,1.34184
24/01/2009,1.2,7.9,0.7,5160,1.2384
25/01/2009,0,6.2,0.6,4440,1.0656
26/01/2009,0.2,1.6,0.3,3964,0.95136
27/01/2009,0.4,0.9,0.3,4041,0.96984
28/01/2009,0.8,-2.5,0.2,4273,1.02552
29/01/2009,0,-1.2,0.2,3966,0.95184
30/01/2009,0.1,-0.8,0.2,3884,0.93216
31/01/2009,0,-1.9,0.2,3839,0.92136
01/02/2009,0,-1.6,0.2,3778,0.90672
02/02/2009,0,0.5,0.3,3115,0.7476
03/02/2009,0,0,0.3,3299,0.79176
04/02/2009,0.9,1,0.3,3726,0.89424
05/02/2009,5.7,4.8,0.6,3281,0.78744
06/02/2009,0,1.2,0.4,3322,0.79728
07/02/2009,0,5.2,0.6,2870,0.6888
08/02/2009,0,4.2,0.6,2489,0.59736
09/02/2009,0,4.4,0.6,2011,0.48264
10/02/2009,3.4,8.4,0.9,1696,0.40704
11/02/2009,1.1,7.6,0.8,1898,0.45552
12/02/2009,1.1,9.4,1,2276,0.54624
13/02/2009,10.8,5.7,0.7,2334,0.56016
14/02/2009,10.4,8.1,0.9,2392,0.57408
15/02/2009,2.6,3.3,0.6,3493,0.83832
16/02/2009,0.2,2,0.5,4279,1.02696
17/02/2009,0,5.2,0.7,4102,0.98448
18/02/2009,0.2,7.4,0.9,3785,0.9084
19/02/2009,0.6,5.6,0.8,3897,0.93528
20/02/2009,0,7.3,0.9,3524,0.84576
21/02/2009,0,5.6,0.8,3571,0.85704
22/02/2009,0,6,0.8,2919,0.70056
23/02/2009,0.5,8.4,1,2485,0.5964
24/02/2009,0.3,10.1,1.2,2267,0.54408
25/02/2009,1.6,12.6,1.4,2453,0.58872
26/02/2009,7.4,8,1.1,2287,0.54888
27/02/2009,0,4.2,0.8,2593,0.62232
28/02/2009,0,8,1.1,2715,0.6516
01/03/2009,0,11.1,1.3,3044,0.73056
02/03/2009,0,10.4,1.3,2279,0.54696
03/03/2009,0,9.1,1.2,1875,0.45
04/03/2009,0,13.4,1.6,1660,0.3984
05/03/2009,2.1,7.7,1.1,1449,0.34776
06/03/2009,1.9,6.5,1,1351,0.32424
07/03/2009,0,5.4,0.9,1564,0.37536
08/03/2009,0,6,1,1397,0.33528
09/03/2009,0,6.9,1.1,1488,0.35712
10/03/2009,0,8.8,1.3,1224,0.29376
11/03/2009,0,8.7,1.3,1294,0.31056
12/03/2009,0,9.8,1.4,1034,0.24816
13/03/2009,0,7.6,1.3,1160,0.2784
14/03/2009,0.4,5.8,1.1,940,0.2256
15/03/2009,0.7,8.1,1.3,841,0.20184
16/03/2009,0,7.9,1.3,630,0.1512
17/03/2009,0,6.3,1.1,567,0.13608
18/03/2009,3.5,9.5,1.5,567,0.13608
19/03/2009,3.4,5.2,1.1,673,0.16152
20/03/2009,0.1,4.2,1,1108,0.26592
21/03/2009,0,5.1,1.1,1547,0.37128
22/03/2009,0,4.2,1,1091,0.26184
23/03/2009,0,7.7,1.4,839,0.20136
24/03/2009,0,6.6,1.3,944,0.22656
25/03/2009,0.9,6.1,1.3,1344,0.32256
26/03/2009,0,6.9,1.4,1371,0.32904
27/03/2009,0.1,10.7,1.8,1360,0.3264
28/03/2009,1,7.9,1.5,1275,0.306
29/03/2009,0,4.4,1.1,1273,0.30552
30/03/2009,0,5.3,1.2,1253,0.30072
31/03/2009,0,6,1.3,1129,0.27096
01/04/2009,0,8.6,1.6,1028,0.24672
02/04/2009,0,10.6,1.9,949,0.22776
03/04/2009,0,10.6,1.9,908,0.21792
04/04/2009,0,6.3,1.4,985,0.2364
05/04/2009,0,6.8,1.5,995,0.2388
06/04/2009,0,7.1,1.5,918,0.22032
07/04/2009,0,6.3,1.4,908,0.21792
08/04/2009,0,9.3,1.8,818,0.19632
09/04/2009,0,10.7,2,635,0.1524
10/04/2009,0,12,2.2,489,0.11736
11/04/2009,0,11.4,2.1,407,0.09768
12/04/2009,0,5.8,1.4,405,0.0972
13/04/2009,0.1,5.4,1.4,405,0.0972
14/04/2009,0,7.7,1.7,405,0.0972
15/04/2009,0,7.3,1.7,556,0.13344
16/04/2009,0,5.8,1.5,692,0.16608
17/04/2009,0,5,1.4,640,0.1536
18/04/2009,0,6.8,1.6,589,0.14136
19/04/2009,0,9.1,2,567,0.13608
20/04/2009,0,4.9,1.4,567,0.13608
21/04/2009,0,4.8,1.4,556,0.13344
22/04/2009,0,5.5,1.5,508,0.12192
23/04/2009,0,6.9,1.7,460,0.1104
24/04/2009,0,10.2,2.2,415,0.0996
25/04/2009,1.9,13.9,2.7,405,0.0972
26/04/2009,15.1,11.7,2.4,468,0.11232
27/04/2009,5.9,9.9,2.2,1455,0.3492
28/04/2009,2.4,11.5,2.5,1874,0.44976
29/04/2009,3.7,9,2.1,1504,0.36096
30/04/2009,0,9.8,2.2,1394,0.33456
01/05/2009,0,10.7,2.4,1121,0.26904
02/05/2009,0,14.6,3,752,0.18048
03/05/2009,1.9,16.4,3.3,745,0.1788
04/05/2009,16.9,17,3.4,661,0.15864
05/05/2009,13.3,12.4,2.7,1861,0.44664
06/05/2009,5.3,6.8,1.8,3094,0.74256
07/05/2009,2.3,4.1,1.4,2981,0.71544
08/05/2009,5.8,6.1,1.7,2123,0.50952
09/05/2009,10.3,8.3,2.1,2631,0.63144
10/05/2009,0.5,11.9,2.7,3432,0.82368
11/05/2009,16,11.1,2.6,2517,0.60408
12/05/2009,7.4,11,2.6,4523,1.08552
13/05/2009,5.2,13.4,2.9,4013,0.96312
14/05/2009,0,13.7,3,3801,0.91224
15/05/2009,2.6,17.3,3.6,2562,0.61488
16/05/2009,0,17.9,3.7,2605,0.6252
17/05/2009,7.7,15.2,3.3,2126,0.51024
18/05/2009,0,14.2,3.2,2720,0.6528
19/05/2009,17.9,14.6,3.2,2491,0.59784
20/05/2009,0.7,12.6,2.9,5931,1.42344
21/05/2009,3.2,11.7,2.8,4111,0.98664
22/05/2009,0.2,11.6,2.8,3462,0.83088
23/05/2009,0,13.8,3.1,3457,0.82968
24/05/2009,1.6,14.7,3.3,2545,0.6108
25/05/2009,2.7,15.8,3.5,2734,0.65616
26/05/2009,0,16.2,3.6,2619,0.62856
27/05/2009,0,16.7,3.7,1945,0.4668
28/05/2009,0,13.4,3.1,1833,0.43992
29/05/2009,0,14.2,3.3,1578,0.37872
30/05/2009,0,16.3,3.6,1448,0.34752
31/05/2009,1.3,15.4,3.5,1338,0.32112
01/06/2009,8.6,8.7,2.4,1355,0.3252
02/06/2009,2.5,12.7,3,1632,0.39168
03/06/2009,3.6,14.6,3.4,1551,0.37224
04/06/2009,1.8,17.7,3.9,1631,0.39144
05/06/2009,0.6,16.3,3.7,1226,0.29424
06/06/2009,0,19.3,4.2,1132,0.27168
07/06/2009,11.2,18.5,4.1,1068,0.25632
08/06/2009,0.6,17.4,3.9,1149,0.27576
09/06/2009,0,18.2,4,1138,0.27312
10/06/2009,0,21,4.5,964,0.23136
11/06/2009,5,21.5,4.6,733,0.17592
12/06/2009,6.4,18.4,4.1,663,0.15912
13/06/2009,3.4,16.7,3.8,1062,0.25488
14/06/2009,0.2,15.8,3.6,1075,0.258
15/06/2009,0.1,16,3.6,805,0.1932
16/06/2009,6.1,14.3,3.3,734,0.17616
17/06/2009,0.3,14.2,3.4,920,0.2208
18/06/2009,0,15,3.5,893,0.21432
19/06/2009,9.3,14.6,3.4,704,0.16896
20/06/2009,3.1,14.2,3.4,916,0.21984
21/06/2009,19.4,13.1,3.1,1346,0.32304
22/06/2009,2.7,11.9,2.9,2433,0.58392
23/06/2009,6.5,12.6,3.1,1672,0.40128
24/06/2009,0.2,12.3,3,1203,0.28872
25/06/2009,2.9,13.1,3.2,1526,0.36624
26/06/2009,7.1,13.5,3.2,1353,0.32472
27/06/2009,0.7,11.4,2.8,1596,0.38304
28/06/2009,13.3,14.4,3.4,1271,0.30504
29/06/2009,3.5,14.1,3.3,1801,0.43224
30/06/2009,6.2,12.3,3,1790,0.4296
01/07/2009,1.3,14.7,3.4,1661,0.39864
02/07/2009,10,13.3,3.2,1716,0.41184
03/07/2009,1.1,12.7,3,2791,0.66984
04/07/2009,6.1,14.1,3.3,2132,0.51168
05/07/2009,2.9,12.3,3,2248,0.53952
06/07/2009,0.1,14.1,3.3,2260,0.5424
07/07/2009,0,15.5,3.6,1810,0.4344
08/07/2009,0,17.3,3.8,1412,0.33888
09/07/2009,0,18.5,4,1443,0.34632
10/07/2009,6.5,17.8,3.9,1251,0.30024
11/07/2009,2.3,17.5,3.8,1320,0.3168
12/07/2009,0,18.5,4,1275,0.306
13/07/2009,0.3,20.2,4.3,1122,0.26928
14/07/2009,5.9,19,4.1,1062,0.25488
15/07/2009,0,19,4.1,1145,0.2748
16/07/2009,0.2,20.2,4.3,1014,0.24336
17/07/2009,1.3,19.1,4.1,783,0.18792
18/07/2009,4.1,15.1,3.4,783,0.18792
19/07/2009,3.7,13.9,3.2,848,0.20352
20/07/2009,0,16.1,3.5,961,0.23064
21/07/2009,0,16.1,3.5,842,0.20208
22/07/2009,3.3,18.8,3.9,770,0.1848
23/07/2009,0.7,20,4.1,824,0.19776
24/07/2009,6.8,19.5,4,674,0.16176
25/07/2009,8.2,16.6,3.5,782,0.18768
26/07/2009,0.3,18.4,3.8,1118,0.26832
27/07/2009,0,19.8,4,1071,0.25704
28/07/2009,0,20.1,4.1,825,0.198
29/07/2009,0,21.2,4.2,631,0.15144
30/07/2009,0,22.2,4.4,541,0.12984
31/07/2009,0,18.4,3.7,481,0.11544
01/08/2009,0,17.4,3.6,467,0.11208
02/08/2009,0,20.4,4,468,0.11232
03/08/2009,0,22.4,4.3,447,0.10728
04/08/2009,17.1,21.9,4.2,452,0.10848
05/08/2009,4.3,20.4,4,2390,0.5736
06/08/2009,0.8,19.7,3.8,1328,0.31872
07/08/2009,5.4,19.1,3.7,1522,0.36528
08/08/2009,0,21.7,4.1,1247,0.29928
09/08/2009,0,22.6,4.2,1051,0.25224
10/08/2009,0,23.9,4.4,739,0.17736
11/08/2009,9,19.5,3.7,721,0.17304
12/08/2009,0,22.4,4.1,748,0.17952
13/08/2009,0.2,23.4,4.2,704,0.16896
14/08/2009,0,22.8,4.2,704,0.16896
15/08/2009,1,21.7,3.9,872,0.20928
16/08/2009,6.9,17.9,3.4,935,0.2244
17/08/2009,0.1,19.8,3.6,1656,0.39744
18/08/2009,0,20.8,3.7,918,0.22032
19/08/2009,0,20.7,3.7,671,0.16104
20/08/2009,0,21.3,3.8,634,0.15216
21/08/2009,0,22,3.8,633,0.15192
22/08/2009,0,22.1,3.8,633,0.15192
23/08/2009,0,23.1,3.9,463,0.11112
24/08/2009,0.8,23.1,3.9,428,0.10272
25/08/2009,13.3,21.5,3.7,667,0.16008
26/08/2009,5.7,17.6,3.1,1965,0.4716
27/08/2009,32.1,17.3,3,1326,0.31824
28/08/2009,4.2,13.9,2.5,4912,1.17888
29/08/2009,1.6,14.1,2.6,3066,0.73584
30/08/2009,0.2,16.6,2.9,1625,0.39
31/08/2009,0,20,3.3,1231,0.29544
01/09/2009,25.6,16.5,2.8,1813,0.43512
02/09/2009,5.9,14.1,2.5,5417,1.30008
03/09/2009,0.1,15,2.6,4295,1.0308
04/09/2009,0,17.6,2.9,3155,0.7572
05/09/2009,0.2,19.5,3.1,2588,0.62112
06/09/2009,0.5,15,2.5,2116,0.50784
07/09/2009,0.1,14.6,2.4,2106,0.50544
08/09/2009,0,14.2,2.4,1934,0.46416
09/09/2009,0,15.1,2.5,1796,0.43104
10/09/2009,0,13,2.2,1443,0.34632
11/09/2009,0,16.2,2.6,1462,0.35088
12/09/2009,15.4,15.8,2.5,1399,0.33576
13/09/2009,3.4,11.1,1.9,2977,0.71448
14/09/2009,0,9.1,1.6,2586,0.62064
15/09/2009,0,10.6,1.8,1923,0.46152
16/09/2009,0,14.9,2.3,1751,0.42024
17/09/2009,0,15.9,2.4,1581,0.37944
18/09/2009,0,16,2.3,1422,0.34128
19/09/2009,0,15.8,2.3,1443,0.34632
20/09/2009,0.1,15.3,2.2,1348,0.32352
21/09/2009,0.2,15.5,2.2,1351,0.32424
22/09/2009,0.1,15.1,2.1,1219,0.29256
23/09/2009,0.1,14.8,2.1,1310,0.3144
24/09/2009,0,13.9,2,1225,0.294
25/09/2009,0,14.4,2,1271,0.30504
26/09/2009,0,15.3,2.1,1129,0.27096
27/09/2009,0,15.1,2,1165,0.2796
28/09/2009,0,14.6,2,1129,0.27096
29/09/2009,0,14.7,1.9,1046,0.25104
30/09/2009,0,14.8,1.9,782,0.18768
01/10/2009,0,14.9,1.9,705,0.1692
02/10/2009,0,14.8,1.9,673,0.16152
03/10/2009,0,12.4,1.6,648,0.15552
04/10/2009,0,10.5,1.5,946,0.22704
05/10/2009,0,14.1,1.8,926,0.22224
06/10/2009,1.9,15.7,1.9,854,0.20496
07/10/2009,1,15.2,1.8,808,0.19392
08/10/2009,0,16.8,1.9,864,0.20736
09/10/2009,0,17.9,2,1004,0.24096
10/10/2009,9.8,16.6,1.9,920,0.2208
11/10/2009,5.9,13.1,1.5,1420,0.3408
12/10/2009,9.4,9.9,1.2,1744,0.41856
13/10/2009,4.2,6,0.9,2715,0.6516
14/10/2009,1.8,5.1,0.8,1904,0.45696
15/10/2009,10.8,6.8,1,1836,0.44064
16/10/2009,3.5,9.8,1.2,2323,0.55752
17/10/2009,0,10.2,1.2,3205,0.7692
18/10/2009,0,13.8,1.4,2036,0.48864
19/10/2009,0,14,1.5,1532,0.36768
20/10/2009,0,13,1.4,1334,0.32016
21/10/2009,0,12.2,1.3,1351,0.32424
22/10/2009,1.2,12,1.2,1363,0.32712
23/10/2009,0.7,11.7,1.2,1518,0.36432
24/10/2009,0,5.4,0.7,1651,0.39624
25/10/2009,0,2.4,0.5,1536,0.36864
26/10/2009,0,3.8,0.6,1615,0.3876
27/10/2009,0,3.7,0.6,1612,0.38688
28/10/2009,0,-1,0.3,1557,0.37368
29/10/2009,0,-1.6,0.2,1565,0.3756
30/10/2009,0,-0.7,0.3,1446,0.34704
31/10/2009,0,-0.8,0.3,1615,0.3876
01/11/2009,0,0.2,0.3,1615,0.3876
02/11/2009,0,3,0.5,1615,0.3876
03/11/2009,1.1,8.5,0.8,1578,0.37872
04/11/2009,8.9,11.4,1,1176,0.28224
05/11/2009,5.9,11.2,1,1045,0.2508
06/11/2009,15.3,13.1,1.1,1628,0.39072
07/11/2009,2.2,8.9,0.8,2467,0.59208
08/11/2009,6.5,9.6,0.8,2024,0.48576
09/11/2009,0.5,8.8,0.8,1853,0.44472
10/11/2009,1.3,6.8,0.7,1587,0.38088
11/11/2009,4.2,7,0.7,1430,0.3432
12/11/2009,3.3,5,0.6,1609,0.38616
13/11/2009,0.9,4.6,0.5,1959,0.47016
14/11/2009,0.1,4,0.5,1606,0.38544
15/11/2009,0.1,5,0.5,1432,0.34368
16/11/2009,0.2,8.7,0.7,1523,0.36552
17/11/2009,0,8.7,0.7,1321,0.31704
18/11/2009,4.8,8.6,0.7,1438,0.34512
19/11/2009,3.7,8.9,0.7,1622,0.38928
20/11/2009,3.4,7.3,0.6,1681,0.40344
21/11/2009,0,6.4,0.5,1759,0.42216
22/11/2009,1.3,5.5,0.5,1626,0.39024
23/11/2009,0.1,4.3,0.5,1401,0.33624
24/11/2009,1.6,3.7,0.4,1563,0.37512
25/11/2009,0.5,8,0.6,1477,0.35448
26/11/2009,1.7,8.8,0.6,1534,0.36816
27/11/2009,1.8,8.1,0.6,1407,0.33768
28/11/2009,3.7,7.5,0.6,1520,0.3648
29/11/2009,4.3,7.7,0.6,NA,NA
30/11/2009,9.2,6.1,0.5,NA,NA
01/12/2009,3.8,3.5,0.4,NA,NA
02/12/2009,9.3,2,0.3,NA,NA
03/12/2009,5.8,-2.1,0.1,NA,NA
04/12/2009,1.5,-2.2,0.1,NA,NA
05/12/2009,0.1,-1.6,0.2,NA,NA
06/12/2009,0,-3.2,0.1,NA,NA
07/12/2009,0.1,-1.2,0.2,NA,NA
08/12/2009,4.8,5.1,0.4,NA,NA
09/12/2009,0,5.5,0.4,NA,NA
10/12/2009,3.5,7,0.5,NA,NA
11/12/2009,10.5,12,0.7,NA,NA
12/12/2009,3.8,5.5,0.4,NA,NA
13/12/2009,0,2.3,0.3,NA,NA
14/12/2009,1.1,-0.7,0.2,NA,NA
15/12/2009,1.3,-1,0.2,NA,NA
16/12/2009,0.2,-2,0.1,NA,NA
17/12/2009,1.2,7.7,0.5,NA,NA
18/12/2009,15.3,9.7,0.6,NA,NA
19/12/2009,3.6,6.2,0.4,NA,NA
20/12/2009,1.8,5.8,0.4,NA,NA
21/12/2009,0.6,4.5,0.4,NA,NA
22/12/2009,1.4,2.9,0.3,NA,NA
23/12/2009,1.5,5,0.4,NA,NA
24/12/2009,1.4,8.3,0.5,NA,NA
25/12/2009,5.5,11.6,0.7,NA,NA
26/12/2009,3.7,6.8,0.5,NA,NA
27/12/2009,6.8,4,0.4,NA,NA
28/12/2009,1.2,2.1,0.3,NA,NA
29/12/2009,0.1,-0.2,0.2,NA,NA
30/12/2009,0.2,4,0.3,NA,NA
31/12/2009,9.9,7.1,0.5,NA,NA
01/01/2010,0.9,4.8,0.4,NA,NA
02/01/2010,12,6.7,0.5,NA,NA
03/01/2010,2.5,8.1,0.6,NA,NA
04/01/2010,1.7,6.5,0.5,NA,NA
05/01/2010,7.3,7,0.5,NA,NA
06/01/2010,2.3,7,0.5,NA,NA
07/01/2010,0.2,7.8,0.5,NA,NA
08/01/2010,0,6.4,0.5,NA,NA
09/01/2010,0,5,0.4,NA,NA
10/01/2010,0,5.6,0.5,NA,NA
11/01/2010,0,8,0.6,NA,NA
12/01/2010,0,7.6,0.6,NA,NA
13/01/2010,4.1,9,0.6,NA,NA
14/01/2010,0.1,4.5,0.4,NA,NA
15/01/2010,10.4,3.6,0.4,NA,NA
16/01/2010,10.2,5.9,0.5,NA,NA
17/01/2010,0.1,2.3,0.3,NA,NA
18/01/2010,17,4,0.4,NA,NA
19/01/2010,4.2,4.5,0.4,NA,NA
20/01/2010,2.2,0,0.3,NA,NA
21/01/2010,0,-0.2,0.2,NA,NA
22/01/2010,0.3,-2.8,0.1,NA,NA
23/01/2010,0.1,-2.3,0.1,NA,NA
24/01/2010,2.4,-3.1,0.1,NA,NA
25/01/2010,2.1,-2.7,0.1,NA,NA
26/01/2010,0.3,-3.9,0,NA,NA
27/01/2010,0,-3.4,0.1,NA,NA
28/01/2010,0,-3.3,0.1,NA,NA
29/01/2010,0,-3.6,0.1,NA,NA
30/01/2010,0,-2.6,0.1,NA,NA
31/01/2010,0.1,-3,0.1,NA,NA
01/02/2010,0,-2.3,0.2,NA,NA
02/02/2010,0,-2,0.2,NA,NA
03/02/2010,0,-3.6,0.1,NA,NA
04/02/2010,0,-4.2,0.1,NA,NA
05/02/2010,0,-3.4,0.1,NA,NA
06/02/2010,0.4,-1.8,0.2,NA,NA
07/02/2010,2.5,1.3,0.4,NA,NA
08/02/2010,0,1.2,0.4,NA,NA
09/02/2010,0,3.6,0.5,NA,NA
10/02/2010,0,4.6,0.6,NA,NA
11/02/2010,0,5.7,0.7,NA,NA
12/02/2010,0,6.7,0.8,NA,NA
13/02/2010,0,6.7,0.8,NA,NA
14/02/2010,0,7.8,0.9,NA,NA
15/02/2010,0,7,0.8,NA,NA
16/02/2010,0,8.5,1,NA,NA
17/02/2010,0,4.2,0.6,NA,NA
18/02/2010,0,4.8,0.7,NA,NA
19/02/2010,0,6.1,0.8,NA,NA
20/02/2010,0,9.3,1.1,NA,NA
21/02/2010,13.6,9.2,1.1,NA,NA
22/02/2010,8.1,4.4,0.7,NA,NA
23/02/2010,0,2.1,0.5,NA,NA
24/02/2010,0,4.5,0.7,NA,NA
25/02/2010,0.1,6.8,0.9,NA,NA
26/02/2010,0,6.5,0.9,NA,NA
27/02/2010,0.4,7.2,1,NA,NA
28/02/2010,3.4,6.1,0.9,NA,NA
01/03/2010,0.4,5,0.8,NA,NA
02/03/2010,0,5.4,0.9,NA,NA
03/03/2010,0,10.8,1.4,NA,NA
04/03/2010,3.5,15.5,1.8,NA,NA
05/03/2010,0,6.2,1,NA,NA
06/03/2010,0,8.1,1.2,NA,NA
07/03/2010,2.2,9.9,1.3,NA,NA
08/03/2010,19.8,5.9,1,NA,NA
09/03/2010,0.3,1.8,0.6,NA,NA
10/03/2010,5.1,1,0.6,NA,NA
11/03/2010,12,3.2,0.8,NA,NA
12/03/2010,1.6,1.4,0.6,NA,NA
13/03/2010,0.2,1,0.6,NA,NA
14/03/2010,0,3.3,0.8,NA,NA
15/03/2010,0,5.5,1,NA,NA
16/03/2010,0,6.3,1.1,NA,NA
17/03/2010,0,6.3,1.2,NA,NA
18/03/2010,0,6,1.1,NA,NA
19/03/2010,0,4.7,1,NA,NA
20/03/2010,0,3.9,0.9,NA,NA
21/03/2010,0.2,4.7,1.1,NA,NA
22/03/2010,0,2.6,0.8,NA,NA
23/03/2010,0.2,2.3,0.8,NA,NA
24/03/2010,0,0.2,0.6,NA,NA
25/03/2010,0,2.2,0.8,NA,NA
26/03/2010,0.2,5.4,1.2,NA,NA
27/03/2010,0,8.4,1.5,NA,NA
28/03/2010,0,10.7,1.8,NA,NA
29/03/2010,0,12.3,2,NA,NA
30/03/2010,0,10.7,1.8,NA,NA
31/03/2010,1.8,11,1.9,NA,NA
01/04/2010,5.3,9.1,1.7,NA,NA
02/04/2010,5.4,9.3,1.8,NA,NA
03/04/2010,14.7,13.8,2.3,NA,NA
04/04/2010,1,7.9,1.6,NA,NA
05/04/2010,1.8,8,1.6,NA,NA
06/04/2010,6.4,8.8,1.8,NA,NA
07/04/2010,6.7,7.8,1.6,NA,NA
08/04/2010,2.4,6.5,1.5,NA,NA
09/04/2010,1,5.8,1.4,NA,NA
10/04/2010,2,5,1.3,NA,NA
11/04/2010,3.6,3.8,1.1,NA,NA
12/04/2010,10,2.2,0.9,NA,NA
13/04/2010,2.8,-0.1,0.7,NA,NA
14/04/2010,1.3,3.3,1.1,NA,NA
15/04/2010,11.8,5.1,1.4,NA,NA
16/04/2010,4.9,4.6,1.3,NA,NA
17/04/2010,13,4.3,1.3,NA,NA
18/04/2010,10.5,3.4,1.2,NA,NA
19/04/2010,3.7,5.2,1.4,NA,NA
20/04/2010,4.5,8.2,1.8,NA,NA
21/04/2010,0,11.2,2.3,NA,NA
22/04/2010,0,14.3,2.7,NA,NA
23/04/2010,0,13.4,2.6,NA,NA
24/04/2010,0,11.3,2.4,NA,NA
25/04/2010,5.7,12.6,2.6,NA,NA
26/04/2010,57.3,9.8,2.2,NA,NA
27/04/2010,8.6,5.8,1.6,NA,NA
28/04/2010,0.9,7.3,1.8,NA,NA
29/04/2010,8.9,8.5,2,NA,NA
30/04/2010,4.6,9.3,2.2,NA,NA
01/05/2010,4.6,8.9,2.1,NA,NA
02/05/2010,1,9.2,2.2,NA,NA
03/05/2010,0.9,8.2,2,NA,NA
04/05/2010,0,6.7,1.8,NA,NA
05/05/2010,0,8.1,2,NA,NA
06/05/2010,0,10.1,2.3,NA,NA
07/05/2010,0,13.2,2.8,NA,NA
08/05/2010,0,16,3.3,NA,NA
09/05/2010,0,16.7,3.4,NA,NA
10/05/2010,0,17.8,3.6,NA,NA
11/05/2010,0,20.3,4.1,NA,NA
12/05/2010,0.2,19.6,3.9,NA,NA
13/05/2010,0.2,18.4,3.7,NA,NA
14/05/2010,4.7,18.3,3.8,NA,NA
15/05/2010,0.1,17.9,3.7,NA,NA
16/05/2010,0,15.3,3.3,NA,NA
17/05/2010,0,14.6,3.2,NA,NA
18/05/2010,0,13.9,3.1,NA,NA
19/05/2010,0,14.8,3.3,NA,NA
20/05/2010,0,16,3.5,NA,NA
21/05/2010,0,16,3.4,NA,NA
22/05/2010,0,12.1,2.8,NA,NA
23/05/2010,0,10.5,2.6,NA,NA
24/05/2010,0,10.7,2.6,NA,NA
25/05/2010,6.2,12.3,2.9,NA,NA
26/05/2010,1.8,12.3,2.9,NA,NA
27/05/2010,7.1,12.7,3,NA,NA
28/05/2010,7,10.9,2.7,NA,NA
29/05/2010,2.7,12.3,2.9,NA,NA
30/05/2010,11.7,13.5,3.2,NA,NA
31/05/2010,9.5,10.5,2.6,NA,NA
01/06/2010,0.1,14.5,3.3,NA,NA
